,ts_code,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date
1009,CES204.CSI,中华280全收益(HKD),中华交易服务中国280全收益指数(HKD),CSI,中华证券交易服务有限公司,,规模指数,20041231,2000.0,20140707,其他,中华交易服务中国跨境指数系列由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务中国跨境指数系列为一系列股票价格指数，由中华交易服务中国120指数(中华120)、中华交易服务中国A80指数(中华A80)、中华交易服务中国香港内地指数(中华香港内地指数) 以及中华交易服务中国280指数...,
1010,CES205.CSI,中华沪深港300(全)HKD,中华交易服务沪深港300全收益指数(HKD),CSI,中华证券交易服务有限公司,,规模指数,20081231,2000.0,20141215,其他,"中华交易服务（沪深港）互联互通指数系列由中华证券交易服务有限公司 ( 中华交易服务 ) 委托中证指数有限公司 ( 中证指数 ) 进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务（沪深港）互联互通指数系列为股票价格指数，包括中华交易服务沪深港 300 指数 ( 中华沪深港 300), 旨在反映沪深港三地股票之整体表现 , 以及中华交易服务港股通精选 100 指数...",
1011,CES206.CSI,中华港股通精选100(全),中华交易服务港股通精选100全收益指数,CSI,中华证券交易服务有限公司,,规模指数,20081231,2000.0,20141215,其他,"中华交易服务（沪深港）互联互通指数系列由中华证券交易服务有限公司 ( 中华交易服务 ) 委托中证指数有限公司 ( 中证指数 ) 进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务（沪深港）互联互通指数系列为股票价格指数，包括中华交易服务沪深港 300 指数 ( 中华沪深港 300), 旨在反映沪深港三地股票之整体表现 , 以及中华交易服务港股通精选 100 指数...",
1012,CES207.CSI,中华博彩指数(全),中华交易服务博彩业指数(全),CSI,中华证券交易服务有限公司,,行业指数,20110304,3000.0,20160418,其他,中华交易服务博彩业指数由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务博彩业指数(中华博彩指数)为股票价格指数，旨在反映于香港交易所主板上市的前十大博彩股票的综合表现。,
1013,CES208.CSI,中华民企指数(全),中华交易服务中国海外民企全收益指数,CSI,中华证券交易服务有限公司,,规模指数,20081231,1000.0,20170123,自由流通股本,中华交易服务中国海外民企指数(中华交易指数)为股票价格指数，由香港联合交易所、纽约证券交易所MKT（NYSE MKT）及纳斯达克（Nasdaq）市值最大的约30家上市中国民营企业组成，旨在反映中国海外民营企业的整体状况和走势。,
1014,CES209.CSI,中华港股通优选50(全),中华交易服务港股通优选50全收益指数,CSI,中华证券交易服务有限公司,,其他,20111230,2000.0,20180104,其他,中华港股通优选 50 指数(中华港股通优选 50)为股票价格指数，旨在反映“港股通股票”内，于香港联合交易所上市市值首五十名蓝筹股之表现。,
1015,CES210.CSI,中华香港生物科技(全)HKD,中华交易服务香港生物科技全收益指数(HKD),CSI,中华证券交易服务有限公司,,其他,20141212,2000.0,20181114,等权重,中华交易服务香港生物科技指数(中华香港生物科技)为股票价格指数，旨在反映于香港上市的生物科技公司的股价表现。,
1016,CES211.CSI,中华半导体(全)HKD,中华交易服务半导体行业全收益指数HKD,CSI,中华证券交易服务有限公司,,主题指数,20111230,2000.0,20190318,其他,中华交易服务半导体行业指数为股票价格指数，旨在追踪中国A股市场半导体行业上市公司的股价表现，相关公司经营范围涵盖半导体材料、设备、设计、制造、封装和测试。,
1017,CES212.CSI,克而瑞内房股领先全收益指数HKD,中华交易服务克而瑞内房股领先全收益指数HKD,CSI,中华证券交易服务有限公司,,主题指数,20120330,2000.0,20190318,其他,中华交易服务克而瑞内房股领先指数(克而瑞内房股领先指数)为股票价格指数，旨在追踪克而瑞发布的中国房地产企业销售排行榜TOP100 (TOP100房企排行榜)内香港主板上市之内地地产发展商的股价整体表现。,
1018,CES213.CSI,中华预期高股息(全)HKD,中华交易服务预期高股息全收益指数(HKD),CSI,中华证券交易服务有限公司,,其他,20111230,2000.0,20180403,其他,中华预期高股息为股票价格指数，追踪「港股通」合资格名单內首40只高預期股息率的证券表现。,
1019,CES280.CSI,中华280,中华交易服务中国280指数,CSI,中华证券交易服务有限公司,,规模指数,20041231,2000.0,20140707,其他,中华交易服务中国跨境指数系列由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务中国跨境指数系列为一系列股票价格指数，由中华交易服务中国120指数(中华120)、中华交易服务中国A80指数(中华A80)、中华交易服务中国香港内地指数(中华香港内地指数) 以及中华交易服务中国280指数...,
1020,CES300.CSI,中华沪深港300,中华交易服务沪深港300指数,CSI,中华证券交易服务有限公司,,规模指数,20081231,2000.0,20141215,其他,"中华交易服务（沪深港）互联互通指数系列由中华证券交易服务有限公司 ( 中华交易服务 ) 委托中证指数有限公司 ( 中证指数 ) 进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务（沪深港）互联互通指数系列为股票价格指数，包括中华交易服务沪深港 300 指数 ( 中华沪深港 300), 旨在反映沪深港三地股票之整体表现 , 以及中华交易服务港股通精选 100 指数...",
1021,CESA80.CSI,中华A80,中华交易服务中国A80指数,CSI,中华证券交易服务有限公司,,规模指数,20041231,2000.0,20130318,其他,中华交易服务中国跨境指数系列由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务中国跨境指数系列为一系列股票价格指数，由中华交易服务中国120指数(中华120)、中华交易服务中国A80指数(中华A80)、中华交易服务中国香港内地指数(中华香港内地指数) 以及中华交易服务中国280指数...,
1022,CESCPD.CSI,克而瑞内房股领先指数HKD,中华交易服务克而瑞内房股领先指数HKD,CSI,中华证券交易服务有限公司,,主题指数,20120330,2000.0,20190318,其他,中华交易服务克而瑞内房股领先指数(克而瑞内房股领先指数)为股票价格指数，旨在追踪克而瑞发布的中国房地产企业销售排行榜TOP100 (TOP100房企排行榜)内香港主板上市之内地地产发展商的股价整体表现。,
1023,CESCPE.CSI,中华民企指数,中华交易服务中国海外民企指数,CSI,中华证券交易服务有限公司,,规模指数,20081231,1000.0,20170123,自由流通股本,中华交易服务中国海外民企指数(中华交易指数)为股票价格指数，由香港联合交易所、纽约证券交易所MKT（NYSE MKT）及纳斯达克（Nasdaq）市值最大的约30家上市中国民营企业组成，旨在反映中国海外民营企业的整体状况和走势。,
1024,CESCSC.CSI,中华半导体CNY,中华交易服务半导体行业指数CNY,CSI,中华证券交易服务有限公司,主题指数,主题指数,20031231,1000.0,20190318,其他,中华交易服务半导体行业指数为股票价格指数，旨在追踪中国A股市场半导体行业上市公司的股价表现，相关公司经营范围涵盖半导体材料、设备、设计、制造、封装和测试。,
1025,CESFHY.CSI,中华预期高股息,中华交易服务预期高股息指数,CSI,中华证券交易服务有限公司,,其他,20111230,2000.0,20180403,其他,中华预期高股息为股票价格指数，追踪「港股通」合资格名单內首40只高預期股息率的证券表现。,
1026,CESG10.CSI,中华博彩指数,中华交易服务博彩业指数,CSI,中华证券交易服务有限公司,,行业指数,20110304,3000.0,20160418,其他,中华交易服务博彩业指数由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务博彩业指数(中华博彩指数)为股票价格指数，旨在反映于香港交易所主板上市的前十大博彩股票的综合表现。,
1027,CESHKB.CSI,中华香港生物科技,中华交易服务香港生物科技指数(HKD),CSI,中华证券交易服务有限公司,,其他,20141212,2000.0,20181114,等权重,中华交易服务香港生物科技指数(中华香港生物科技)为股票价格指数，旨在反映于香港上市的生物科技公司的股价表现。,
1028,CESHKM.CSI,中华香港内地指数,中华交易服务中国香港内地指数,CSI,中华证券交易服务有限公司,,主题指数,20041231,2000.0,20130318,其他,中华交易服务中国跨境指数系列由中华证券交易服务有限公司(中华交易服务)委托中证指数有限公司(中证指数)进行编制，指数编制方案由中证指数以及中华交易服务共同确定。中华交易服务中国跨境指数系列为一系列股票价格指数，由中华交易服务中国120指数(中华120)、中华交易服务中国A80指数(中华A80)、中华交易服务中国香港内地指数(中华香港内地指数) 以及中华交易服务中国280指数...,
1029,CESP50.CSI,中华港股通优选50,中华交易服务港股通优选50指数,CSI,中华证券交易服务有限公司,,其他,20111230,2000.0,20180104,其他,中华港股通优选 50 指数(中华港股通优选 50)为股票价格指数，旨在反映“港股通股票”内，于香港联合交易所上市市值首五十名蓝筹股之表现。,
1030,h00171.CSI,新兴成指全收益,中国战略新兴产业成份全收益指数,CSI,中证公司,中证主题指数,主题指数,20101231,1000.0,20170125,其他,中国战略新兴产业成份指数选取节能环保、新一代信息技术产业、生物产业、高端装备制造、新能源产业、新材料产业、新能源汽车、数字创意产业、高技术服务业等领域具有代表性的100家上市公司，采用自由流通股本加权方式，以反映中国战略新兴产业上市公司的走势。,
1031,h00300.CSI,沪深300全收益,沪深300全收益指数,CSI,中证公司,中证规模指数,规模指数,20041231,1000.0,20070702,其他,"概要：沪深300全收益指数是沪深300指数的衍生指数，指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势基期及基点：2004.12.31 ＝1000指数计算：指数以调整股本为权重,采用派许加权综合价格指数公式进行计算。其中,调整股本根据分级靠档方法获得。样本选择标准：选取规模大、流动性好的股票作为样本股。选样空间：(1)上市交易时间超过一个季度；(2)非ST、*ST、非暂停上市股票；(3)公司经营状况良好，最近一年无重大违法违规事件、财务报告无重大问题；(4)股票价格无明显的异常波动或市场操纵；(5)剔除其它经专家委员会认定不能进入指数的股票。样本调整原则：(1)指数成份股原则上每半年调整一次，一般为1月初和7月初实施调整，调整方案提前两周公布；(2)每次调整的比例不超过10%。样本调整设置缓冲区，排名在240名内的新样本优先进入，排名在360名之前的老样本优先保留；(3)最近一次财务报告亏损的股票原则上不进入新选样本，除非该股票影响指数的代表性。",
1032,h00801.CSI,资源80全收益,中证资源80全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20111108,其他,概要：中证资源80指数从综合性油气、油气勘探生产、炼制与营销、煤炭，金属与采矿（不含钢铁）、化学制品、农林产品等行业中挑选规模较大的80只股票作为样本股，反映资源类上市公司股票的走势，并为投资者提供新的投资标的。指数计算：计算公式为：报告期指数=报告期成分股的调整市值/除数*1000，其中：调整市值＝∑( 股价×调整股本数×权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过5%。样本空间：以中证800指数样本股作为样本空间。指数修正：同沪深300指数样本调整：中证资源80指数每年定期审核两次样本股，并根据审核结果调整指数样本股，原则上每次调整比例不超过10% 。样本股调整实施时间分别为每年7月和次年1月的第一个交易日。当中证800指数调整样本股，中证资源80指数样本股随之进行相应调整。若指数样本公司有特殊事件发生，以致影响指数代表性和可投资性时，对指数样本股进行相应调整。,
1033,h00802.CSI,500沪市全收益,中证500沪市全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20111108,其他,中证500沪市指数是由中证500指数样本股中所有沪市股票构成样本股，反映中证500指数中沪市股票的整体走势。,
1034,h00803.CSI,300波动全收益,沪深300波动率加权全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120109,其他,概要：波动率加权指数是基于市值母指数的风险策略指数，其基本方法是以母指数为样本空间，均选取历史波动率最小的100只股票作为样本股，且以历史波动率的倒数作为权重分配依据，波动率越小权重越大，波动率越大权重越小，以此实现降低整个指数组合波动率（风险）的目的。选样方法：对样本空间的股票，按照最近一年日收益率的波动率（标准差）升序排名，选择排名前100的股票作为样本股。样本空间：同沪深300指数（剔除上市未满半年的股票）。指数修正：同沪深300指数。样本调整： 中证波动率加权指数的调整日期与母指数相同，一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过30%。当成份股公司有特殊情况发生时（如收购合并、分拆、退市等)，将对指数进行临时调整。,
1035,h00804.CSI,500波动全收益,中证500波动率加权全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120109,其他,概要：波动率加权指数是基于市值母指数的风险策略指数，其基本方法是以母指数为样本空间，均选取历史波动率最小的100只股票作为样本股，且以历史波动率的倒数作为权重分配依据，波动率越小权重越大，波动率越大权重越小，以此实现降低整个指数组合波动率（风险）的目的。选样方法：对样本空间的股票，按照最近一年日收益率的波动率（标准差）升序排名，选择排名前100的股票作为样本股。样本空间：同中证500指数（剔除上市未满半年的股票）。指数修正：同中证5000指数。样本调整： 中证波动率加权指数的调整日期与母指数相同，一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过30%。当成份股公司有特殊情况发生时（如收购合并、分拆、退市等)，将对指数进行临时调整。,
1036,h00805.CSI,A股资源全收益,中证A股资源产业全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120106,其他,中证A股资源产业指数是以中证全指为样本空间，由能源，多种金属与采矿、贵重金属与矿石、黄金、铝行业中总市值排名前50的股票构成，并采用二级行业内等权的加权方式，用以反映沪深A股资源类股票的整体表现。,
1037,h00806.CSI,消费服务全收益,中证消费服务领先全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120210,其他,中证消费服务领先指数是以中证全指为样本空间，由食品饮料业，服装及其他纤维制品制造业，文教体育用品制造业，医药生物制品业等行业中总市值排名前100的股票构成，以反映沪深A股消费服务类股票的整体表现。,
1038,h00807.CSI,食品饮料全收益,中证申万食品饮料全收益指数,CSI,中证公司,中证客户定制类指数,主题指数,20041231,1000.0,20120217,其他,中证申万食品饮料指数从沪深A股中挑选日均总市值前50的食品饮料行业公司股票组成样本股，以反映食品饮料行业公司股票的整体走势。,
1039,h00808.CSI,医药生物全收益,中证申万医药生物全收益指数,CSI,中证公司,中证客户定制类指数,主题指数,20041231,1000.0,20120217,其他,中证申万医药生物指数从沪深A股中挑选日均总市值前100的医药生物行业公司股票组成样本股，以反映医药生物行业公司股票的整体走势。,
1040,h00809.CSI,细分农业全收益,中证细分农业产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分农业产业主题指数是为了反映A股市场中相关细分农业产业上市公司的整体表现，同时为投资者提供新的投资标的，选择农林牧渔业细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分农业产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1041,h00810.CSI,细分能源全收益,中证细分能源产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分能源产业主题指数是为了反映A股市场中相关细分能源产业上市公司的整体表现，同时为投资者提供新的投资标的，选择能源细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分能源产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1042,h00811.CSI,细分有色全收益,中证细分有色金属产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分有色金属产业主题指数是为了反映A股市场中相关细分有色金属产业上市公司的整体表现，同时为投资者提供新的投资标的，选择有色金属细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分有色金属产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1043,h00812.CSI,细分机械全收益,中证细分机械设备产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分机械设备产业主题指数是为了反映A股市场中相关细分机械设备产业上市公司的整体表现，同时为投资者提供新的投资标的，选择电气设备细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分机械设备产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1044,h00813.CSI,细分化工全收益,中证细分化工产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分化工产业主题指数是为了反映A股市场中相关细分化工产业上市公司的整体表现，同时为投资者提供新的投资标的，选择化学制品细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分化工产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1045,h00814.CSI,细分医药全收益,中证细分医药产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,中证细分医药产业主题指数系列反映沪深两市细分医药产业公司股票的整体走势，该指数从制药、生物科技与生命科学等细分产业中挑选规模较大、流动性较好的公司股票组成样本股。,
1046,h00815.CSI,细分食品全收益,中证细分食品饮料产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分食品饮料产业主题指数是为了反映A股市场中相关细分食品饮料产业上市公司的整体表现，同时为投资者提供新的投资标的，选择食品制造细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分食品饮料产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1047,h00816.CSI,细分地产全收益,中证细分房地产产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,中证细分地产产业主题指数系列反映沪深两市细分地产产业公司股票的整体走势，该指数从房地产等细分产业中挑选规模较大、流动性较好的公司股票组成样本股。,
1048,h00817.CSI,兴证海峡全收益,中证兴证海西主题全收益指数,CSI,中证公司,中证客户定制类指数,主题指数,20110817,1000.0,20110927,其他,该指数为中证兴证海峡沪深股票指数的全收益指数。,20180711
1049,h00818.CSI,细分金融全收益,中证细分金融产业主题全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120411,其他,概要：中证细分金融产业主题指数是为了反映A股市场中相关细分金融产业上市公司的整体表现，同时为投资者提供新的投资标的，选择金融细分行业中规模较大和流动性较好的50只股票组成样本股。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使样本股权重不超过15% 。样本空间：以中证全指样本股作为样本空间。指数修正：同沪深300指数。样本股调整：中证细分金融产业主题指数每半年调整一次样本股，样本股调整实施时间分别是每年7月、1月份的第一个交易日，特殊情况也作临时调整。,
1050,h00819.CSI,有色金属全收益,中证申万有色金属全收益指数,CSI,中证公司,中证客户定制类指数,主题指数,20041231,1000.0,20120509,其他,中证申万有色金属反映有色金属行业公司股票的整体走势，该指数从沪深A股中挑选日均总市值前50的有色金属行业公司股票组成样本股。,
1051,h00820.CSI,煤炭指数全收益,中证申万煤炭全收益指数,CSI,中证公司,中证客户定制类指数,主题指数,20041231,1000.0,20120509,其他,概要：中证申万煤炭指数是中证指数有限公司应基金公司需求开发的客户定制类指数，该指数系列将为投资者提供新的投资标的。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股调整市值/基期*1000，其中，调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。在指数计算中，对中证申万煤炭指数单个样本股设15%权重限制。指数修正：同沪深300指数。样本股调整：中证申万煤炭指数每半年调整一次样本股，样本股调整实施时间分别是每年7月和次年1月的第一个交易日。当上市公司行业归属发生变更，并对指数行业代表性有较大影响时，将对中证申万煤炭指数进行相应的临时调整。权重上限因子调整：同中证内地主题指数系列。样本股数量调整：当中证申万有色金属指数和煤炭指数样本股自由流通市值之和/有色金属或煤炭行业自由流通市值之和<70% 时，可以增加指数样本股数量以提高指数行业代表性。,
1052,h00821.CSI,沪深300红利全收益,沪深300红利全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120720,其他,沪深300红利指数以沪深300指数样本股中股息率最高的50只股票为成分股，采用股息率作为权重分配依据，以反映沪深300指数中高股息率股票的整体表现。,
1053,h00822.CSI,中证500红利全收益,中证500红利全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20120720,其他,概要：系列红利指数的发布有望在一定程度上形成市场对积极分红上市公司的关注和肯定，促使上市公司重视自身分红情况，增强分红意识，有助于在内地证券市场逐步形成回报投资者的股权文化和崇尚价值投资的理念。指数计算：报告期指数=Σ(股价*调整股本数*股息率调整因子)/基期*1000，其中，调整股本数的计算方法同沪深300指数，股息率调整因子=股息率/(股价*总股本*自由流通靠档比例)。样本股调整：中证500红利指数每半年调整一次样本股，实施时间分别为每年7月和次年1月的第一个交易日，每次调整的样本股数量一般不超过20% 。在年末定期调整时，根据过去2年的现金分红和市值数据重新计算股息率排名，并选择样本；在年中定期调整时，调出中证500指数的样本同时也调出相应红利指数，并按照上次年末定期调整时的股息率排名顺序依次选择仍在中证500指数中的样本进入相应红利指数。当中证500指数发生样本股临时调整时，将视情况对相应红利指数样本做出调整。,
1054,h00824.CSI,中证国企红利全收益,中证国有企业红利全收益指数,CSI,中证公司,中证主题指数,主题指数,20090630,1000.0,20120720,其他,概要：系列红利指数的发布有望在一定程度上形成市场对积极分红上市公司的关注和肯定，促使上市公司重视自身分红情况，增强分红意识，有助于在内地证券市场逐步形成回报投资者的股权文化和崇尚价值投资的理念。指数计算：报告期指数=Σ(股价*调整股本数*股息率调整因子)/基期*1000，其中，调整股本数的计算方法同沪深300指数，股息率调整因子=股息率/(股价*总股本*自由流通靠档比例)。样本股调整：中证国有企业红利指数原则上每年调整样本一次，调整生效时间为每年的第一个交易日，特殊情况也进行临时调整。在新一轮样本考察中，首先将不满足以下条件的原样本依次剔除：实际控制人属性没有发生变化；过去一年的现金股息率（税后）大于0.5%；过去一年内日均总市值排名落在全部A股的前90%；过去一年内日均成交金额排名落在全部A股的前90%。满足以上四个条件的原样本股仍具有新样本空间的资格。每次调整时，在新样本空间中按照过去两年平均现金股息率（税后）进行排名，挑选排名居前的一定数量的股票组成新样本股。每次样本调整比例一般不超过20%，除非因实际控制人属性发生变化或不满足过去一年的现金股息率（税后）大于0.5%被首先剔除的原样本股票超过了20%。,
1055,h00825.CSI,中证央企红利全收益,中证中央企业红利全收益指数,CSI,中证公司,中证主题指数,主题指数,20081231,1000.0,20120720,其他,概要：系列红利指数的发布有望在一定程度上形成市场对积极分红上市公司的关注和肯定，促使上市公司重视自身分红情况，增强分红意识，有助于在内地证券市场逐步形成回报投资者的股权文化和崇尚价值投资的理念。指数计算：报告期指数=Σ(股价*调整股本数*股息率调整因子)/基期*1000，其中，调整股本数的计算方法同沪深300指数，股息率调整因子=股息率/(股价*总股本*自由流通靠档比例)。样本股调整：中证中央企业红利指数原则上每年调整样本一次，调整生效时间为每年的第一个交易日，特殊情况也进行临时调整。在新一轮样本考察中，首先将不满足以下条件的原样本依次剔除：实际控制人属性没有发生变化；过去一年的现金股息率（税后）大于0.5%；过去一年内日均总市值排名落在全部A股的前90%；过去一年内日均成交金额排名落在全部A股的前90%。满足以上四个条件的原样本股仍具有新样本空间的资格。每次调整时，在新样本空间中按照过去两年平均现金股息率（税后）进行排名，挑选排名居前的一定数量的股票组成新样本股。每次样本调整比例一般不超过20%，除非因实际控制人属性发生变化或不满足过去一年的现金股息率（税后）大于0.5%被首先剔除的原样本股票超过了20%。,
1056,h00826.CSI,中证民企红利全收益,中证民营企业红利全收益指数,CSI,中证公司,中证主题指数,主题指数,20090630,1000.0,20120720,其他,概要：系列红利指数的发布有望在一定程度上形成市场对积极分红上市公司的关注和肯定，促使上市公司重视自身分红情况，增强分红意识，有助于在内地证券市场逐步形成回报投资者的股权文化和崇尚价值投资的理念。指数计算：报告期指数=Σ(股价*调整股本数*股息率调整因子)/基期*1000，其中，调整股本数的计算方法同沪深300指数，股息率调整因子=股息率/(股价*总股本*自由流通靠档比例)。样本股调整：中证民营企业红利指数原则上每年调整样本一次，调整生效时间为每年的第一个交易日，特殊情况也进行临时调整。在新一轮样本考察中，首先将不满足以下条件的原样本依次剔除：实际控制人属性没有发生变化；过去一年的现金股息率（税后）大于0.5%；过去一年内日均总市值排名落在全部A股的前90%；过去一年内日均成交金额排名落在全部A股的前90%。满足以上四个条件的原样本股仍具有新样本空间的资格。每次调整时，在新样本空间中按照过去两年平均现金股息率（税后）进行排名，挑选排名居前的一定数量的股票组成新样本股。每次样本调整比例一般不超过20%，除非因实际控制人属性发生变化或不满足过去一年的现金股息率（税后）大于0.5%被首先剔除的原样本股票超过了20%。,
1057,h00827.CSI,中证环保全收益,中证环保产业全收益指数,CSI,中证公司,中证主题指数,主题指数,20111230,1000.0,20120925,其他,中证环保产业指数根据联合国环境与经济综合核算体系对于环保产业的界定方法，将符合资源管理、清洁技术和产品、污染管理的公司纳入环保产业主题，采用等权重加权方式，反映上海和深圳市场环保产业公司表现。,
1058,h00828.CSI,沪深300高贝塔全收益,沪深300高贝塔全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120806,其他,沪深300高贝塔指数以沪深300指数为样本空间，根据股票过去一年的贝塔值进行从高到低排名，选取排名靠前的股票作为样本股，并以样本股的贝塔值进行加权。高、低贝塔指数系列可以表征与全市场不同贝塔属性的股票价格变化。,
